id,order,suborder,family,subfamily,genus,in.guild,species,group,in.code,plant,fl.fam,pl.code,date,foundation,microh,plot,repl
352,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150710,s,o,1,3
353,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150710,s,w,14,3
354,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150710,h,o,2,3
355,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,pollinator,mitis granadae,bee,hopmit,Jasione amethystina,Campanulaceae,jasame,20150710,h,w,11,3
356,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150710,h,a,3,3
357,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Sideritis glacialis,Lamiaceae,sidgla,20150710,h,w,9,3
358,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,Brassicaceae,horspi,20150710,s,a,5,3
359,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150710,h,w,9,3
360,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150710,h,w,12,3
361,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150711,s,w,12,3
362,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150711,h,w,13,3
363,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,pollinator,vestalis,bumblebee,bomves,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150711,h,w,13,3
364,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150710,h,w,3,3
365,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,Brassicaceae,horspi,20150711,s,w,11,3
366,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,pollinator,mitis granadae,bee,hopmit,Jasione amethystina,Campanulaceae,jasame,20150711,h,w,8,3
367,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150711,h,w,8,3
368,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150711,s,w,6,3
369,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150711,s,a,13,3
370,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150711,s,a,13,3
371,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150711,s,w,13,3
372,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150711,h,w,1,3
373,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Jasione amethystina,Campanulaceae,jasame,20150711,h,w,1,3
374,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150714,s,a,2,4
375,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150714,s,w,5,4
376,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150714,s,a,5,4
377,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150714,s,a,11,4
378,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150714,h,a,14,4
379,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150714,h,w,14,4
380,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150714,h,a,2,4
381,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150714,h,w,12,4
382,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150715,s,o,9,4
383,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150715,s,w,8,4
384,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150715,s,a,9,4
385,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150715,h,w,11,4
386,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150715,h,a,1,4
387,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150715,h,w,1,4
388,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150711,h,w,1,3
389,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150715,s,w,14,4
390,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150715,s,w,14,4
391,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150715,s,a,14,4
392,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150715,h,a,6,4
393,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,h,w,9,5
394,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,h,w,9,5
395,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,h,o,8,5
396,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,h,o,8,5
397,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150716,h,o,8,5
398,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,Brassicaceae,horspi,20150716,s,a,3,5
399,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150716,h,w,12,5
400,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150716,h,w,3,5
401,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,h,w,9,5
402,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150716,h,w,14,5
403,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150716,s,o,6,5
404,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150716,s,w,2,5
405,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Jasione amethystina,Campanulaceae,jasame,20150716,s,w,2,5
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150717,s,o,7,5
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150717,s,o,7,5
407,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150717,s,w,14,5
408,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150717,h,o,1,5
409,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Jasione amethystina,Campanulaceae,jasame,20150717,h,w,4,5
410,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150717,h,w,4,5
411,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Leucanthemopsis pectinata,Asteraceae,leupec,20150717,s,o,13,5
412,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150717,s,w,1,5
413,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Sideritis glacialis,Lamiaceae,sidgla,20150717,h,o,5,5
414,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150717,h,o,5,5
415,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150717,h,o,5,5
416,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,pollinator,cupromicans,bee,lascup,Jasione amethystina,Campanulaceae,jasame,20150717,h,o,4,5
417,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,Brassicaceae,horspi,20150716,s,w,6,5
418,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150718,s,o,6,6
419,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150718,h,o,8,6
420,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,Brassicaceae,horspi,20150718,s,a,13,6
421,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Sideritis glacialis,Lamiaceae,sidgla,20150718,h,w,9,6
422,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150718,h,w,9,6
423,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150718,h,o,9,6
424,Lepidoptera,Glossata,Sphingidae,Macroglossinae,Macroglossum,pollinator,stellatarum,bee,macste,Chaenorhinum glareosum,Scrophulariaceae,chagla,20150718,s,w,3,6
425,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150718,h,a,9,6
426,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Brassicaceae,aretet,20150718,h,w,4,6
427,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,pollinator,vestalis,bee,bomves,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150719,h,a,2,6
428,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150719,h,w,2,6
429,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150719,h,w,6,6
430,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Leucanthemopsis pectinata,Asteraceae,leupec,20150719,h,w,6,6
431,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Leucanthemopsis pectinata,Asteraceae,leupec,20150719,h,w,6,6
432,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150719,h,a,14,6
433,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150719,h,w,14,6
434,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150719,h,w,10,6
435,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150719,s,w,7,6
436,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Hormathophylla spinosa,Brassicaceae,horspi,20150719,s,a,7,6
437,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150723,h,o,13,7
438,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,8,7
439,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,7,7
440,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,7,7
441,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,7,7
442,Diptera,Brachycera,Bombyliidae,spA,spA,pollinator,spA,fly,bomspa,Hormathophylla spinosa,Brassicaceae,horspi,20150723,s,a,13,7
443,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,pollinator,cephalotes,bee,pancep,Leucanthemopsis pectinata,Asteraceae,leupec,20150723,s,w,13,7
444,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,h,o,5,7
445,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,8,7
446,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150723,s,o,8,7
447,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,pollinator,albomaculata,hoverfly,scaalb,Crepis oporinoides,Asteraceae,creopo,20150723,s,o,8,7
448,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150723,s,w,14,7
449,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,6,8
450,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,6,8
451,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,6,8
452,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Hormathophylla spinosa,Brassicaceae,horspi,20150724,s,w,6,8
453,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,h,o,5,8
454,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,h,o,5,8
455,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,h,o,5,8
456,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,pollinator,valga,bee,xylval,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150724,s,o,14,8
457,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,8,8
458,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,8,8
459,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,w,7,8
460,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150724,s,o,7,8
461,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,pollinator,vestalis,bumblebee,bomves,Sideritis glacialis,Lamiaceae,sidgla,20150727,s,o,7,9
462,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150727,s,o,7,9
463,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150727,s,w,7,9
464,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,pollinator,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,Fabaceae,antvul,20150727,h,w,7,9
465,Hymenoptera,Aculeata,Megachilidae,sp,sp,pollinator,sp,bee,megasp,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150727,h,w,13,9
466,Hymenoptera,Aculeata,Andrenidae,Panurginae,Panurgus,pollinator,cephalotes,bee,pancep,Leucanthemopsis pectinata,Asteraceae,leupec,20150727,s,o,13,9
467,Hymenoptera,Aculeata,Megachilidae,sp,sp,pollinator,sp,bee,megasp,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150727,s,o,14,9
468,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150727,s,o,6,9
469,Hymenoptera,Aculeata,Apidae,Apinae,Apis,pollinator,mellifera,bee,apimel,Sideritis glacialis,Lamiaceae,sidgla,20150727,s,o,6,9
470,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,pollinator,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,Caryophyllaceae,aretet,20150727,h,w,1,9
471,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,pollinator,parietina,bee,megpar,Lotus corniculatus subsp glacialis,Fabaceae,lotcor,20150727,s,o,14,9
472,Hymenoptera,Aculeata,Colletidae,Colletinae,Colletes,pollinator,schmidi,bee,colsch,Hormathophylla spinosa,Brassicaceae,horspi,20150727,s,a,7,9